,target_met_frac,no_budget_frac,avg_fine_period,fine_per_house,time_conv,profit_std
145,0.0,0.0,164.4,37.4792239016423,187.0,449.46506110118605
146,0.0,0.0,175.2,58.491768600290115,157.0,997.5780718930852
147,0.0,0.0,142.8,140.08957509370336,213.0,358.26993374127267
148,0.0,0.0,157.2,50.23045125517218,227.0,390.83993724837325
149,0.0,0.0,164.4,247.94523577138,240.0,799.2523343770965
150,0.1,0.0,164.4,241.5098210695486,213.0,520.518287295877
151,0.0,0.0,182.4,15.457279378480091,240.0,555.7832740537742
152,0.0,0.0,231.6,178.62887137086517,106.0,174.64490972902252
153,0.3,0.0,160.8,48.00978851913532,240.0,1189.993088535954
154,0.0,0.0,146.4,193.51630950962002,240.0,292.01256066371053
155,0.2,0.0,153.6,226.61868381605316,211.0,486.09651122125183
156,0.0,0.0,168.0,71.61916197778494,80.0,963.2249475240095
157,0.0,0.0,146.4,32.66540136595394,133.0,461.29362620489167
158,0.0,0.0,182.4,36.26992998725945,93.0,1189.5888911110108
159,0.1,0.0,171.6,272.1314280858295,240.0,966.3551035240274
160,0.0,0.0,186.0,70.83265700456336,240.0,658.7298054647888
161,0.0,0.0,189.6,41.442944048526286,66.0,880.3649539916611
162,0.0,0.0,157.2,8.198426262626263,151.0,793.953950151165
163,0.1,0.0,160.8,259.43686433333767,200.0,587.6183795786358
164,0.0,0.0,171.6,57.35899413595771,240.0,498.4701740927777
165,0.0,0.0,178.8,37.3554340564362,120.0,872.59105519976
166,0.2,0.0,146.4,170.710694300819,197.0,434.4656906897101
167,0.0,0.0,164.4,29.452201106742397,213.0,1211.6624433648342
168,0.0,0.0,164.4,34.71647542951606,80.0,599.3932680830446
169,0.1,0.0,157.2,93.36088003466577,40.0,400.10429361024836
170,0.0,0.0,193.2,36.024840701690955,160.0,685.1923605221971
171,0.3,0.0,171.6,131.33755111551784,173.0,1309.4163770810064
172,0.1,0.0,164.4,61.66878844455776,240.0,1631.2521307767554
173,0.0,0.0,157.2,306.7965689874057,240.0,330.1456280122752
174,0.1,0.0,157.2,310.5209871369017,240.0,719.5721762217453
175,0.0,0.0,171.6,22.75962091213785,240.0,969.8012896604127
176,0.1,0.0,160.8,6.702930783582088,133.0,2053.169408937796
177,0.6,0.0,171.6,46.88571043461605,160.0,774.9434489068125
178,0.0,0.0,150.0,46.573610530398035,133.0,636.5001188285524
179,0.0,0.0,164.4,161.62071806929885,146.0,707.5499925911922
180,0.0,0.0,168.0,264.94237566218897,240.0,426.7152891463723
181,0.0,0.0,171.6,25.086250127351512,240.0,906.1293970912144
182,0.0,0.0,175.2,24.398921781363924,133.0,493.254247643124
183,0.0,0.0,157.2,111.91772863703537,240.0,543.513195321379
184,0.0,0.0,150.0,87.55423247266613,240.0,763.7913195525766
185,0.0,0.0,164.4,169.9312687484726,240.0,569.077488851494
186,0.8,0.2,150.0,118.66930085008512,240.0,823.5670187375937
187,0.0,0.0,160.8,154.71006585074414,240.0,805.6591098174167
188,0.1,0.0,168.0,45.810920972021705,240.0,1140.6800505631206
189,0.0,0.0,182.4,201.18582840257568,120.0,406.6136446730872
190,0.0,0.0,171.6,337.3876986112784,240.0,610.2615541044858
191,0.0,0.0,182.4,60.65600115623312,240.0,984.27683033774
192,0.0,0.0,160.8,51.451563499229316,93.0,312.31081620263666
193,0.0,0.0,178.8,97.08320931995895,213.0,675.0959722362923
194,1.0,0.0,164.4,126.87312859933664,240.0,821.1715602130503
195,0.0,0.0,186.0,27.96065829016893,240.0,792.3587183361287
196,0.0,0.0,175.2,122.78768715025684,240.0,1055.753077224022
197,0.4,0.0,160.8,121.11616303087551,93.0,625.3579570531671
198,0.0,0.0,178.8,339.58425970768576,240.0,447.87449882634974
199,0.0,0.0,168.0,189.30421495001664,66.0,289.49885526085814
200,0.0,0.0,182.4,315.85747096330437,240.0,430.7911848487672
201,0.0,0.0,150.0,451.778791106403,240.0,338.1951628801724
202,0.0,0.0,182.4,285.07445801938735,137.0,865.0284217948123
203,0.0,0.0,186.0,316.4875490873302,240.0,601.5157699551017
204,0.0,0.0,171.6,117.73899051098721,240.0,891.2449523153009
205,0.1,0.0,164.4,81.84653882785385,173.0,836.2960454172012
206,0.0,0.0,160.8,239.95684044653458,133.0,787.188556060379
207,0.0,0.0,164.4,209.4685810423688,240.0,221.0704366006577
208,0.0,0.0,160.8,292.6743613798159,187.0,612.7676448453362
209,0.0,0.0,157.2,112.59399597840792,200.0,840.4502964220883
210,0.0,0.0,186.0,271.2113158628796,240.0,663.919378601575
211,0.0,0.0,150.0,19.980522226281327,53.0,257.4956372638454
212,0.0,0.0,168.0,281.3874476755629,240.0,403.6790816443717
213,0.0,0.0,150.0,38.120721270994096,240.0,381.96824151110945
214,0.3,0.0,175.2,297.18056104807545,240.0,545.6867114449233
215,0.0,0.0,160.8,47.98728906287069,240.0,1017.3323795423012
216,0.0,0.0,207.6,21.852014420679694,160.0,737.8690824988388
217,0.0,0.0,160.8,66.93030398576354,227.0,672.6731791650466
218,0.0,0.0,175.2,109.25183568791643,240.0,882.684056877825
219,0.0,0.0,211.2,21.580067472089876,240.0,536.5030494942691
220,0.0,0.0,225.6,30.862664879898812,240.0,562.1865860892808
221,0.5,0.0,160.8,193.02233214311974,240.0,866.0777047761283
222,0.1,0.0,150.0,74.95439520642186,213.0,1520.3224144053886
223,1.0,0.0,157.2,67.70463798413314,240.0,583.28164990681
224,0.0,0.0,153.6,63.1052561497657,146.0,588.106539331105
225,0.0,0.0,164.4,195.88618788525648,240.0,846.2574025766852
226,0.0,0.0,168.0,57.55121575630248,213.0,684.4551829154433
227,0.0,0.0,193.2,28.21209996943998,103.0,608.6566164265985
228,0.0,0.0,164.4,51.868531056802674,240.0,1077.3264320309427
229,0.1,0.0,178.8,80.61204140945156,240.0,545.7910232788057
230,0.0,0.0,168.0,155.29593279077704,240.0,233.94820108614482
231,0.0,0.0,193.2,76.56703954838012,240.0,651.1794924982278
232,0.0,0.0,168.0,12.426012937907624,66.0,721.3945046594397
233,0.0,0.0,153.6,14.766552833650575,160.0,621.2325097373058
234,0.0,0.0,160.8,104.27256594036469,240.0,709.3616349772462
235,0.3,0.0,168.0,29.56582212879569,151.0,501.3401058373892
236,0.0,0.0,200.4,217.9665807766266,240.0,470.63065835315933
237,0.0,0.0,150.0,126.14296285666364,146.0,465.1330291290331
238,0.0,0.0,160.8,141.51918425740732,200.0,290.13282878903146
239,0.0,0.0,168.0,248.7434709696601,146.0,222.8912064861557
240,0.0,0.0,168.0,351.80271283362055,227.0,432.4198873033938
241,0.0,0.0,160.8,222.16476426024516,240.0,733.6378597868395
242,0.0,0.0,164.4,193.20379106572648,240.0,1079.3503426731763
243,0.0,0.0,157.2,75.86354084874979,240.0,728.242869809709
244,0.0,0.0,146.4,125.13249968420185,133.0,353.3227108209685
245,0.1,0.0,142.8,149.0471929364914,240.0,826.9649936987641
246,0.0,0.0,146.4,248.6102765386514,160.0,396.8123710180909
247,0.0,0.0,168.0,95.48133893916487,80.0,265.544341648785
248,0.0,0.0,153.6,221.2837133156744,240.0,715.869199494207
249,0.2,0.0,150.0,344.0730692606388,240.0,1061.1973183942468
250,0.3,0.0,164.4,41.41237486619874,240.0,918.2394378514723
251,0.4,0.0,171.6,84.5338653452415,224.0,1028.4683177128231
252,0.4,0.0,175.2,29.154493338437284,240.0,1628.563811953547
253,0.0,0.0,200.4,56.229219522711574,240.0,603.6524043929862
254,0.0,0.0,164.4,35.006397294417226,240.0,735.4417159097737
255,0.0,0.0,142.8,41.91107932858967,106.0,1122.9837179758172
256,0.0,0.0,175.2,163.96613290488946,240.0,446.1587685357908
257,0.1,0.0,164.4,180.95012912973004,240.0,881.5811533157614
258,0.0,0.0,229.2,63.21778967943576,240.0,537.4104714207547
259,0.0,0.0,175.2,78.18606239563394,240.0,1018.6533717453108
260,1.0,0.3,164.4,31.325365143918262,240.0,712.0770077896443
261,0.0,0.0,182.4,164.24750108232558,240.0,901.0403751607043
262,0.1,0.0,160.8,236.53494150543224,240.0,1112.3497843362861
263,0.0,0.0,207.6,100.06114396306064,240.0,342.76712806185924
264,0.0,0.0,164.4,281.8486046565261,240.0,575.8309597923667
265,0.0,0.0,168.0,129.02923850458905,143.0,441.83793680180725
266,0.2,0.0,182.4,55.608824892276715,240.0,626.7525419546297
267,0.3,0.0,186.0,146.5412240982767,173.0,897.7953685028059
268,0.0,0.0,160.8,157.11158976875217,225.0,373.14871548134005
269,0.0,0.0,150.0,327.7629921519323,240.0,446.78968007196227
270,0.1,0.0,164.4,161.57208653704305,240.0,776.410830680654
271,0.1,0.0,178.8,164.98367217488652,240.0,949.7329622986687
272,0.0,0.0,175.2,252.65687973352814,227.0,320.1785741790531
273,0.0,0.0,160.8,162.3875290669454,211.0,367.2097214934562
274,0.2,0.0,196.8,160.48167246126368,240.0,910.1648348916457
275,0.0,0.0,157.2,120.75288071221651,225.0,1092.6128079513703
276,0.0,0.0,193.2,298.02991818220323,191.0,512.3356091416957
277,0.0,0.0,153.6,74.39359938886984,213.0,344.0680309919945
278,0.2,0.0,142.8,69.06430082114383,240.0,586.7934166997161
279,0.0,0.0,157.2,209.78186265170456,240.0,425.0425989767317
280,0.0,0.0,175.2,46.35487438148375,200.0,562.2773384970295
281,0.0,0.0,175.2,166.4297871469245,240.0,546.4804360705007
282,0.0,0.0,164.4,414.6360533975108,240.0,476.56089209990404
283,0.0,0.0,157.2,74.69587238154446,53.0,772.2026145322591
284,0.0,0.0,150.0,6.001061688311691,164.0,1133.3248798585719
285,0.0,0.0,168.0,61.178945394519396,160.0,709.7099956478725
286,0.0,0.0,171.6,4.796005164970708,240.0,568.9732733471649
287,0.0,0.0,157.2,90.43973000115129,240.0,480.6076481333918
288,0.0,0.0,168.0,160.3982573282733,213.0,231.84072871572002
289,0.0,0.0,178.8,88.6475346350511,191.0,1082.347332714568
290,0.0,0.0,168.0,95.1476435069925,240.0,421.2202222756315
291,0.0,0.0,171.6,177.86666458998502,227.0,480.4584670755888
292,0.0,0.0,178.8,303.71657698067463,227.0,578.7206031545419
293,0.5,0.1,207.6,75.3708344752083,164.0,798.1691346452295
294,0.1,0.0,160.8,69.8314518180199,146.0,616.5883657855716
295,0.0,0.0,178.8,22.7489972980764,146.0,512.6320296125779
296,0.0,0.0,160.8,73.52388155206191,80.0,755.8401139339151
297,0.0,0.0,153.6,266.00595130860586,240.0,809.7726714726585
298,0.0,0.0,150.0,65.80339864663529,211.0,783.7596704772095
299,0.0,0.0,153.6,14.621638851504466,40.0,347.8080072599608
300,0.0,0.0,157.2,40.71728511339505,240.0,896.3344614336839
301,0.0,0.0,175.2,314.21649414561125,240.0,287.16317054860286
302,0.0,0.0,164.4,21.55671804339034,66.0,767.6680796115191
303,0.0,0.0,146.4,124.75722187107313,240.0,665.9907612065651
304,0.0,0.0,175.2,152.15204529910838,240.0,503.58725130814383
305,0.0,0.0,164.4,248.919257407036,227.0,449.5475199868531
306,0.0,0.0,189.6,236.7310694375873,240.0,530.1260566066704
307,0.0,0.0,182.4,276.35632024548164,240.0,614.6423813238863
308,0.3,0.0,157.2,97.85471143448952,173.0,460.83995822302285
309,0.0,0.0,153.6,39.0184903195758,240.0,593.247667633888
310,0.1,0.0,171.6,18.133039997606627,240.0,906.5179678333136
311,0.5,0.0,168.0,190.36153696343388,53.0,659.226983076024
312,0.0,0.0,175.2,22.855894496040662,130.0,339.47599391367004
313,0.0,0.0,160.8,175.86428293644408,160.0,642.2806186845521
314,0.0,0.0,186.0,21.541804841556004,213.0,766.5423592147579
315,0.0,0.0,207.6,34.210849049960416,227.0,865.4943934602176
316,0.0,0.0,204.0,167.13665225627878,217.0,534.444846533512
317,0.0,0.0,157.2,32.64872515917153,240.0,582.5488134044788
318,0.2,0.0,175.2,55.47554659752929,240.0,914.62521403634
319,0.0,0.0,189.6,91.23344094747893,160.0,305.50170753397776
320,0.0,0.0,171.6,46.43329761582835,240.0,1230.7724267270125
321,0.0,0.0,196.8,245.8488397401699,53.0,596.8079700265995
322,0.0,0.0,164.4,237.697944793486,177.0,955.2723676742382
323,0.0,0.0,175.2,108.74606571716744,240.0,732.0399945858211
324,0.0,0.0,142.8,18.444712511456572,240.0,432.1690861441577
325,0.0,0.0,171.6,70.48311169316287,240.0,630.1482150897672
326,0.0,0.0,207.6,219.41951427516958,240.0,551.8607769878115
327,0.0,0.0,171.6,219.49786124463662,240.0,386.02981974107405
328,0.0,0.0,193.2,215.9503585317463,240.0,592.391171480266
329,0.0,0.0,150.0,62.77061119804747,120.0,408.9263227802729
330,0.0,0.0,153.6,440.5366112500238,170.0,383.4662974319777
331,0.0,0.0,168.0,8.896108161258603,80.0,1119.1185795684205
332,0.0,0.0,150.0,27.552505263157894,133.0,626.8597523364532
333,0.0,0.0,153.6,77.43016363092427,238.0,429.0396229863474
334,0.0,0.0,153.6,233.63854990085042,146.0,921.6916324853121
335,0.0,0.0,153.6,107.32442600512009,227.0,723.8619952403766
336,0.0,0.0,146.4,107.32014846451084,240.0,721.6180185743596
337,0.0,0.0,142.8,258.4686146999302,240.0,441.85918407486815
338,0.0,0.0,171.6,146.6381688764763,213.0,883.7030205158961
339,0.0,0.0,150.0,116.92800576372872,240.0,408.67847831149214
340,0.0,0.0,186.0,175.54640660551343,244.0,1028.8082398317786
341,0.0,0.0,207.6,34.05244379939245,240.0,417.5691912335737
342,0.0,0.0,160.8,75.64016499420157,240.0,1001.8005619143213
343,0.0,0.0,142.8,228.75749522209287,240.0,420.08409753402094
344,0.0,0.0,150.0,201.02148033396443,93.0,287.628761548391
345,0.0,0.0,168.0,29.00397989132677,170.0,573.0228763780391
346,0.1,0.0,193.2,103.99942871876284,133.0,486.17309753934256
347,0.2,0.0,168.0,87.56133278526455,240.0,1000.2882639988184
348,0.0,0.0,168.0,87.73179548943476,227.0,378.0285471229085
349,0.0,0.0,153.6,113.45373430278259,240.0,993.3902684629606
350,0.1,0.0,171.6,319.5026386717284,240.0,517.1246491584996
351,0.1,0.0,178.8,222.80038288299028,240.0,810.2422987627351
352,0.0,0.0,146.4,20.069408239180085,240.0,877.307775763781
353,0.0,0.0,157.2,381.0901846490443,238.0,337.0955177684127
354,0.1,0.0,164.4,34.270280812936754,240.0,672.8643406960826
355,0.0,0.0,160.8,41.10053124647428,240.0,516.1265393127592
356,0.0,0.0,157.2,68.22565521799115,80.0,353.8376338344608
357,0.2,0.0,168.0,33.3395487361125,200.0,666.6627846667109
358,0.0,0.0,139.2,221.98065629320504,240.0,326.81267501881746
359,0.0,0.0,164.4,344.8008604008725,227.0,422.66626525574213
360,0.0,0.0,168.0,45.32396024501856,227.0,973.986771459608
361,0.0,0.0,171.6,58.8715948667105,240.0,964.5234101833772
362,0.0,0.0,182.4,118.38043672004555,240.0,513.3410798703765
363,0.0,0.0,168.0,67.05555342932843,240.0,804.2778934649065
364,0.1,0.0,164.4,44.69757327152724,240.0,1311.8360469392167
365,0.0,0.0,146.4,65.1848860398137,240.0,554.4663203013988
366,0.0,0.0,153.6,253.10594696551397,217.0,286.1086262731855
367,0.0,0.0,168.0,369.6870814257287,227.0,759.0018100249798
368,0.0,0.0,175.2,113.96451111660164,200.0,498.96098545252
369,0.0,0.0,189.6,89.99514200134773,80.0,498.6641803071777
370,0.5,0.0,171.6,107.39863939369556,240.0,575.0340320810209
371,0.1,0.0,146.4,17.0473123659864,137.0,1626.329192026892
372,0.4,0.0,150.0,20.620610231148152,240.0,1053.3461682245772
373,0.0,0.0,178.8,32.935604035844214,240.0,725.896410719377
374,0.0,0.0,157.2,242.06971882568183,40.0,223.2776687444809
375,0.0,0.0,171.6,118.87239284592228,240.0,906.6382896978854
376,0.0,0.0,153.6,320.3430600480745,240.0,1212.7586892655295
377,0.1,0.0,164.4,34.703266881855555,106.0,885.7560717869629
378,0.0,0.0,153.6,237.69459199222263,200.0,362.47754273970565
379,0.0,0.0,146.4,39.41448287748223,204.0,970.1371150231475
380,0.0,0.0,146.4,144.6241997421377,240.0,814.402193186824
381,0.0,0.0,168.0,68.92772202781536,240.0,880.4623537027223
382,0.0,0.0,196.8,248.24218566741158,240.0,546.1416065806759
383,0.0,0.0,164.4,382.0111565765412,240.0,459.70024050650636
384,0.0,0.0,157.2,247.0238104222233,143.0,333.85983029640323
385,0.6,0.0,164.4,56.85053404962512,240.0,524.6109835618814
386,0.0,0.0,171.6,94.30410853532295,240.0,787.2411112960833
387,0.4,0.0,186.0,179.00496936130764,210.0,1127.2477958923912
388,0.0,0.0,160.8,85.02345752326826,240.0,825.2543143653654
389,0.0,0.0,196.8,397.8406526887097,240.0,345.8111698688342
390,0.0,0.0,157.2,354.90362734881234,211.0,434.2156559801458
391,0.0,0.0,186.0,172.8394844210597,66.0,1070.9602653443505
392,0.0,0.0,160.8,18.09751470409203,240.0,768.5146917142728
393,0.0,0.0,164.4,143.5839121440744,151.0,689.1097626949906
394,0.0,0.0,175.2,168.41223204655313,146.0,508.8812622322699
395,0.4,0.0,150.0,275.47672291894503,227.0,853.4088604381924
396,0.0,0.0,153.6,126.15184162055657,240.0,421.1939222395884
397,0.0,0.0,157.2,280.61451363365825,146.0,340.18863992251215
398,0.0,0.0,153.6,15.25125798522074,240.0,628.2024334721493
399,0.0,0.0,153.6,32.42230265664348,200.0,733.7449411777478
400,0.0,0.0,214.8,90.0649070168852,160.0,1618.7177389737076
401,0.1,0.0,142.8,63.83840721573882,240.0,714.6631641492689
402,0.0,0.0,196.8,7.164246013667426,240.0,906.2951366875983
403,0.0,0.0,168.0,40.821502673581335,240.0,1041.1698572805224
404,0.0,0.0,160.8,291.2259547610708,106.0,364.06280288890264
405,0.0,0.0,164.4,219.33736975507148,164.0,531.5503197595333
